annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2024-2025,12,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,28743,9651,570,8.0727177052,26803,2.1119830595,15034,3375,303,4.0939871477,13141,2.6736753714,13709,1536,0,12.43599987,13662,1.5717108688,6276,267
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,21676,3106,462,4.8290270473,17379,2.8728774671,18498,1792,244,4.0140231376,14233,3.1932786287,3178,173,26,9.5728729634,3146,1.4233320972,1314,218
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,22097,2543,591,5.3794999195,17542,3.5068576686,17746,1162,332,4.416871799,13367,3.8361037339,4351,262,42,9.3056774943,4175,2.4527182302,1381,259
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,11729,1237,181,2.7618514413,8739,2.1847985086,10796,1074,164,2.6612797693,7817,2.290024768,933,0,0,3.9255939621,922,1.2926578694,163,17
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,11883,1725,634,6.1256886589,10252,2.8514539169,8828,972,307,4.2347489679,7250,3.0829842912,3055,250,7,11.589916348,3002,2.2922949515,753,327
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,33245,6556,2279,7.7704334403,27054,2.952875422,20355,1939,513,4.9486055842,14233,4.2600003318,12890,1509,140,12.226469593,12821,1.5017944735,4617,1766
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,40771,6465,2398,8.4210158228,29981,3.8168814786,22768,1741,630,6.2199030559,12609,5.3343560816,18003,1638,15,11.204714955,17372,2.7154632614,4724,1768
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,36588,7043,1982,6.247234863,30441,2.4868257449,21214,2303,402,4.457459631,15353,3.2915384796,15374,684,6,8.7168778818,15088,1.667979336,4740,1580
2024-2025,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,57703,13559,3295,10.169250419,43995,3.5306862838,31764,3310,992,5.6102416782,18301,5.1100441536,25939,5625,454,15.752054446,25694,2.4057610726,10249,2303
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,15095,2461,393,5.2499984358,12947,3.1217265046,12154,1455,211,4.309941743,10034,3.3886771089,2941,110,2,9.1348842042,2913,2.2021994317,1006,182
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,21079,1586,590,2.9935839909,16863,2.294628526,16794,1012,455,2.8208487158,12695,2.4520269354,4285,0,0,3.6705772721,4168,1.8152204628,574,135
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,23086,4732,761,7.5094381997,18037,4.1581943443,16745,2154,349,5.4457142265,11865,4.799374561,6341,966,176,12.959218665,6172,2.9255949809,2578,412
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,17761,2216,579,5.1973471057,14903,3.5973091734,15384,1464,391,4.6431349129,12567,3.875681348,2377,96,5,8.7842214743,2336,2.0997479072,752,188
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,41194,5990,970,8.9196149116,34465,3.0708917259,21700,1194,320,6.6415099846,14976,5.3817029469,19494,2118,60,11.455517082,19489,1.2951870286,4796,650
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,41213,9003,4745,11.57745412,34298,3.5405208273,20674,2323,1148,7.0224033408,13802,5.5993177317,20539,3683,866,16.162444618,20496,2.1541276347,6680,3597
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,28209,4613,951,9.3096378815,23157,4.1413758379,19304,1399,350,5.8219335659,14349,4.7905844194,8905,2333,212,16.870181858,8808,3.0837584519,3214,601
2024-2025,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,36311,6110,2141,11.906887605,27197,5.1181642583,25172,2348,844,7.9563906324,16109,6.6243736421,11139,4168,586,20.834251803,11088,2.9298952321,3762,1297
2024-2025,12,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,74220,11085,6364,12.177589681,53258,3.1781442851,44790,3093,2358,7.5549628947,24035,5.1944603472,29430,9124,1050,19.212841252,29223,1.5197876292,7992,4006
2024-2025,12,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,77508,1,1847,5.1373579645,65445,1.8524657006,50160,0,696,4.3370859417,38804,2.3953077647,27348,469,9,6.6051671156,26641,1.0617880439,1,1151
2024-2025,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,18576,2957,575,11.283140881,15440,3.3151000288,14184,1330,258,5.25031344,11089,3.5675219938,4392,1626,881,30.76620655,4351,2.671775007,1627,317
2024-2025,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,32732,4664,4350,16.621790127,28244,1.6428609715,15717,1170,920,5.762093699,11352,2.3930816645,17015,5360,2769,26.653047768,16892,1.138687084,3494,3430
2024-2025,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,45184,7428,1124,17.438349655,34492,4.3688379028,26970,1809,476,8.9765821901,16608,6.199437587,18214,7757,3706,29.967935059,17884,2.6688491109,5619,648
2024-2025,12,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,72144,9,2188,5.6740306424,65913,1.723112474,56851,2,623,4.7559985508,50655,1.9793890863,15293,645,26,9.0867712715,15258,0.8723003233,7,1565
2024-2025,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,66318,11543,3931,12.315004055,45980,3.6881808455,40202,3055,891,5.4010596142,20117,5.2430500737,26116,9354,2995,22.958073222,25863,2.4787579532,8488,3040
2024-2025,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,34869,8960,1245,14.475216525,26491,3.3037871877,19713,2094,446,5.6560357801,11412,4.9133470616,15156,5844,2363,25.946086808,15079,2.0856495605,6866,799
2024-2025,12,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,4619,189,4606,13.793541471,4506,1.340532993,2257,75,2248,3.2915479004,2144,1.3848621476,2362,835,254,23.828680967,2362,1.300295183,114,2358
2024-2025,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,33177,6828,2338,10.932590491,29358,2.8212923129,20705,2023,757,6.2103343529,16917,3.6022021405,12472,3360,475,18.772096051,12441,1.7594281899,4805,1581
2024-2025,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,27085,4243,761,10.069895494,21667,3.6045301226,20693,1661,268,5.8550504867,15307,4.2825082751,6392,2299,903,23.71473087,6360,1.9727987421,2582,493
2024-2025,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,5787,129,5617,13.37038261,5360,2.232666874,2921,53,2771,4.0942918141,2500,2.3566755556,2866,1104,148,22.824486315,2860,2.1242676768,76,2846
2024-2025,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,36683,8964,2210,15.549044214,29562,3.1785978057,21855,2325,292,7.6321920994,14803,4.2934096504,14828,5832,2398,27.217698311,14759,2.0604624485,6639,1918
2024-2025,12,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,89703,17089,4602,11.179665916,77395,2.5192856594,31675,1993,453,3.7704825485,20737,2.8908876378,58028,9905,3391,15.224021799,56658,2.3832782073,15096,4149
2024-2025,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,41374,7526,2339,10.128118572,34674,2.3909608064,27454,2382,874,4.8735933541,20792,3.1301226968,13920,4790,985,20.491461626,13882,1.2838685988,5144,1465
2024-2025,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,36697,5363,5367,11.84502476,30907,2.2367113437,22315,1117,2161,5.8709234571,16569,3.1379320317,14382,4295,808,21.11439415,14338,1.1952602641,4246,3206
2024-2025,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,63721,12018,2825,12.265567762,47883,3.5527523338,42887,3659,1110,6.7464418252,27106,5.0242567041,20834,8468,2575,23.626744398,20777,1.6330046579,8359,1715
2024-2025,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,3147,115,3137,24.514007785,3111,0.4395876638,1347,56,1337,4.6066155242,1311,0.6261818798,1800,1227,598,39.411372994,1800,0.3036848765,59,1800
2024-2025,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,29704,5041,764,9.8245179755,22256,3.543451953,21418,1783,350,5.6247830226,14001,4.4498437612,8286,2815,464,20.680168859,8255,2.0061543509,3258,414
2024-2025,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,40218,5301,3192,8.2309956225,28988,3.3145707802,29888,1664,1159,5.0939941058,18708,4.2770570522,10330,2749,238,17.307346187,10280,1.5629955685,3637,2033
2024-2025,12,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,19632,5309,469,7.4764669219,18959,1.6445314744,13070,2603,417,3.6129592153,12400,1.8945264113,6562,1193,74,15.171688764,6559,1.1719080229,2706,52
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,9285,1011,219,3.7655112487,8704,1.7553311696,9029,951,207,3.6056636948,8448,1.7574189157,256,12,0,9.4032595486,256,1.6864355469,60,12
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,11059,1401,341,3.5805270468,9327,1.9934714628,10134,1102,322,3.4654613732,8408,2.117314958,925,2,0,4.8411492492,919,0.8604180268,299,19
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,37841,5280,4437,13.663737598,23856,6.3726830543,23234,1696,1065,7.5389059974,10025,7.249904655,14607,4568,1549,23.405939105,13831,5.736854369,3584,3372
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,33602,6751,1021,14.030895846,22719,5.8602863242,20774,1876,581,7.9890734679,10304,6.969209692,12828,4688,1728,23.815181634,12415,4.9399201235,4875,440
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,13386,1865,772,7.2938540681,11393,2.5979751456,9897,965,389,3.768656804,7989,2.7235684483,3489,760,321,17.293532292,3404,2.3032146005,900,383
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,23585,2988,970,8.7638694203,17098,4.4088661279,17286,1244,376,4.6707969841,10918,4.7192534245,6299,1866,491,19.996263472,6180,3.8605152373,1744,594
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,12123,1438,369,5.9167879238,10918,2.4815377511,10958,1152,257,4.7775651477,9756,2.5424167464,1165,231,67,16.632327134,1162,1.9704056703,286,112
2024-2025,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,16670,1337,372,5.7214896854,13471,3.3970208225,14715,879,265,4.6101112055,11545,3.5422469804,1955,318,45,14.086673487,1926,2.5264933079,458,107
2024-2025,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,18160,2328,896,6.1757888522,15919,2.9295554927,14631,1333,664,4.9993862157,12451,3.0960884222,3529,407,52,11.053076178,3468,2.3316600186,995,232
2024-2025,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,5155,513,328,2.4805957,4870,0.9214531713,4833,424,299,1.9317740879,4549,0.9417277301,322,20,0,10.718033126,321,0.634135514,89,29
2024-2025,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,11673,1619,536,5.0349269444,9993,2.8512317511,9843,1072,364,4.0751586858,8192,2.9550968085,1830,92,9,10.197221463,1801,2.3787928003,547,172
2024-2025,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,24464,2624,970,5.0202847835,21849,2.1679741254,18610,1125,756,3.5867280733,16055,2.4315948995,5854,459,28,9.5775943799,5794,1.4374888774,1499,214
2024-2025,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,26141,3505,1453,7.4267426329,19975,4.2256188708,21087,1806,995,6.4712263348,14992,4.8125215671,5054,453,12,11.413480302,4983,2.4598461993,1699,458
2024-2025,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,26618,3043,1611,8.3412503131,21335,4.3144359295,21981,1760,1165,6.3194759237,16715,4.890912753,4637,1284,299,17.925167254,4620,2.2287627465,1283,446
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,6065,38,373,6.4145713108,5300,2.9020957023,5681,32,336,6.3275250836,4919,2.9946509566,384,5,1,7.7023567708,381,1.7071369204,6,37
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,10054,1471,535,4.0524772064,8217,2.253854847,8686,1056,424,3.3583507944,6995,2.4283639902,1368,85,16,8.459774001,1222,1.2549256683,415,111
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,3613,555,128,2.7300713473,3520,0.8860099432,3058,406,114,2.470589165,2965,0.9037334645,555,1,0,4.1597947948,555,0.7913248248,149,14
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,10712,1104,399,4.1322558813,6773,2.6860347458,6907,709,150,2.3054293551,3067,2.7866580625,3805,199,13,7.4483901299,3706,2.602761213,395,249
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,13849,1177,544,6.1117444902,11585,3.3237064931,12683,907,472,4.9835597519,10433,3.4858519708,1166,255,101,18.383414332,1152,1.8552483603,270,72
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,9517,1403,395,4.2516703151,8313,1.8979832124,8320,947,331,3.4496935764,7142,1.9556107844,1197,74,8,9.8259781398,1171,1.5465091565,456,64
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,21321,3125,1310,9.3634211706,18397,3.8518362293,15693,1313,660,6.0333527688,12779,4.51772287,5628,1480,563,18.648915739,5618,2.3371752502,1812,650
2024-2025,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,20904,2454,1581,9.3134972972,15704,4.6703424287,14703,1025,657,6.0760051237,9670,5.2326057394,6201,1281,365,16.989815218,6034,3.7692674843,1429,924
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,6382,1235,155,2.3200315993,4930,1.1669185824,6010,1084,149,1.9784816047,4583,1.1953094164,372,28,4,7.8380839307,347,0.791946846,151,6
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,2001,260,85,3.2766130823,1916,1.6754652343,1949,238,85,3.2000105467,1866,1.6904440574,52,1,0,6.1477350427,50,1.1164555556,22,0
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,13219,2348,479,4.1298672996,12280,1.9744858397,9568,1412,363,3.2830283816,8751,2.0971116634,3651,125,15,6.3491372988,3529,1.6704057649,936,116
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,16359,2708,597,5.0244406579,14145,2.3159795962,14207,1786,468,4.0131022657,12007,2.470582785,2152,171,4,11.701059867,2138,1.4477286665,922,129
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,13929,2130,552,5.3892221265,12019,1.7146622708,11027,1259,316,3.6671843354,9174,1.9645782768,2902,338,34,11.932609694,2845,0.9087819762,871,236
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,13577,2273,589,5.6895367779,12149,2.31767011,10676,1317,373,3.5302033897,9278,2.5079679529,2901,480,109,13.636121835,2871,1.7026985371,956,216
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,16550,2938,826,6.5762413729,15077,2.2712532702,12302,1443,402,4.0310664933,10847,2.5417055919,4248,790,113,13.946943202,4230,1.5777316785,1495,424
2024-2025,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,14888,2259,446,4.8589109238,12765,1.8608061322,11918,1437,222,3.3390284071,9838,1.979989553,2970,312,63,10.957887299,2927,1.4602162814,822,224
2024-2025,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,40434,3284,436,2.7827078971,31969,2.0336599345,40344,3260,435,2.7829680098,31879,2.0385755426,90,0,0,2.6661080247,90,0.2924969136,24,1
2024-2025,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,34681,5324,1061,4.5585797619,31969,1.6534270787,27612,2875,609,2.7643517915,24907,1.9207150266,7069,831,70,11.566957569,7062,0.7107279965,2449,452
2024-2025,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,43215,7782,2084,6.8272165336,35964,2.5988775813,30418,3177,994,4.3994455951,23217,3.3238099597,12797,1740,141,12.597939079,12747,1.2785076881,4605,1090
2024-2025,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,37926,6314,1203,6.3003977995,34598,2.0788378342,30121,3375,642,4.2319570233,26800,2.369966677,7805,1444,171,14.282909602,7798,1.0782924397,2939,561
2024-2025,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,73448,14636,4957,9.1768368135,65094,1.7614967116,50007,5632,2323,3.9390217703,41666,2.2794078572,23441,6538,2474,20.350737964,23428,0.8404071695,9004,2634
2024-2025,12,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,85984,16703,5655,11.002881253,66532,3.7259846139,53649,4988,1232,6.4194124722,34342,4.7515791726,32335,8992,1086,18.607598019,32190,2.6318259207,11715,4423
2024-2025,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,70739,12756,4749,9.5195386366,55467,2.8076162353,45328,3693,3242,5.5867613163,30207,3.7959450992,25411,6391,907,16.534804875,25260,1.625729854,9063,1507
2024-2025,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,76549,14421,4346,10.671026909,53297,4.0590034409,51735,4905,1446,5.8403083395,28555,4.797643388,24814,8924,1227,20.742648785,24742,3.2065313816,9516,2900
2024-2025,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,20155,2817,641,8.0481217647,15588,3.672520493,16534,1574,436,5.5726702552,11978,4.2304536094,3621,986,258,19.351384746,3610,1.8212953216,1243,205
2024-2025,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,13227,1587,624,6.8840844065,11418,3.2550455178,10053,816,306,4.5919344143,8311,3.4547702175,3174,571,122,14.144003711,3107,2.7207964095,771,318
2024-2025,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,30984,5759,1768,11.217898369,23915,4.371368841,20391,2223,576,6.741641533,13421,5.5522260305,10593,3319,532,19.834470929,10494,2.8611454429,3536,1192
2024-2025,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,17856,2718,792,9.1701248102,14827,3.3286885599,13282,1373,394,6.0326580878,10313,3.6086331706,4574,1156,298,18.280713574,4514,2.6891075297,1345,398
2024-2025,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,50614,10796,2894,12.93858608,36678,3.7526214473,29838,2917,630,6.9317177388,16028,5.3794232836,20776,7289,2009,21.565508372,20650,2.4899396153,7879,2264
2024-2025,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,59635,10971,5476,14.880479752,44402,4.1459575395,34600,3376,1582,6.5166714435,19517,5.4939792232,25035,9131,4324,26.439807392,24885,3.0887206818,7595,3894
2024-2025,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,71723,13643,5772,10.953267714,42560,5.2794487847,48731,5143,2093,6.2892812412,19588,6.0930402826,22992,8545,952,20.838476692,22972,4.585707262,8500,3679
2024-2025,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,56151,10283,3525,12.266919596,40282,4.6865874336,38320,3748,1070,6.8184133249,22542,5.9790980047,17831,6355,2885,23.976120443,17740,3.044210134,6535,2455
